Владимирская область,Меленковская,УИК №997,179,160,0,91,50,19,50,91,0,141,0,0,0,18,13,108,1,1,0,0
Алтайский край,Первомайская,УИК №1299,824,838,0,445,51,342,51,445,4,492,0,0,0,90,34,364,3,0,1,0
Оренбургская область,Гайская городская,УИК №432,1200,1200,0,670,27,503,27,670,9,688,0,0,4,106,79,478,6,8,6,1
Республика Саха (Якутия),Усть-Янская,УИК №618,68,65,6,47,1,11,7,47,0,54,0,0,0,15,0,39,0,0,0,0
Московская область,Шаховская городская,УИК №3378,1874,1700,0,1023,158,519,158,1023,13,1168,0,0,3,274,89,767,13,6,9,7
Хабаровский край,Хабаровская,УИК №754,1688,1700,0,920,28,752,28,918,18,928,0,0,6,181,79,623,12,4,10,13
Амурская область,Зейского района,УИК №2301,597,500,0,326,23,151,23,326,2,347,0,0,0,77,42,220,2,0,3,3
Рязанская область,Рязань, Железнодорожная,УИК №879,1987,1950,0,1171,18,761,18,1171,8,1181,0,0,13,174,77,847,35,8,17,10
Оренбургская область,Бугурусланская городская,УИК №286,1659,1700,0,960,20,720,20,960,14,966,0,0,4,175,83,680,6,9,4,5
Белгородская область,Шебекинская,УИК №1170,1081,900,0,546,214,140,214,546,5,755,0,0,2,84,61,589,8,3,6,2
Архангельская область,Котласская городская,УИК №394,2932,2700,0,2054,19,627,19,2053,16,2056,0,0,16,274,172,1478,58,13,17,28
Воронежская область,Петропавловская,УИК №2908,358,350,0,207,65,78,65,207,1,271,0,0,0,22,18,228,0,2,0,1
Саратовская область,Самойловская,УИК №1581,412,445,0,287,74,84,74,287,5,356,0,0,1,38,19,294,1,2,1,0
Красноярский край,Манская,УИК №1566,209,198,2,104,10,82,12,104,1,115,0,0,0,6,5,103,1,0,0,0
Республика Башкортостан,Мишкинская,УИК №2677,266,267,0,208,12,47,12,208,0,220,0,0,2,7,7,198,1,3,0,2
Смоленская область,Смоленск, Ленинская,УИК №529,2159,1700,0,1044,469,187,468,1042,31,1479,0,0,12,160,179,993,82,12,11,30
Краснодарский край,Краснодар, Карасунская,УИК №2125,2653,2800,0,1528,301,971,301,1528,15,1814,0,0,9,278,96,1374,22,9,17,9
Челябинская область,Кизильская,УИК №1724,465,550,0,217,165,168,165,217,1,381,0,0,1,16,17,340,6,0,0,1
Хабаровский край,Амурская,УИК №413,1549,1650,0,962,20,668,20,962,17,965,0,0,6,233,93,605,10,8,5,5
Республика Башкортостан,Нефтекамская городская,УИК №509,1522,1400,0,1187,29,184,29,1187,3,1213,0,0,16,121,57,971,11,12,10,15
Московская область,Одинцовская № 2,УИК №2039,1442,1300,0,865,14,421,14,865,15,864,0,0,7,148,25,599,45,4,16,20
Удмуртская Республика,Ярская,УИК №3402,271,290,0,180,10,100,10,180,1,189,0,0,0,7,11,169,2,0,0,0
Брянская область,Выгоничская,УИК №258,131,130,0,99,25,6,25,99,0,124,0,0,2,8,14,90,2,2,4,2
Воронежская область,Грибановская,УИК №1519,780,800,0,322,101,377,101,322,5,418,0,0,7,63,21,321,0,4,1,1
Липецкая область,Елецкая городская,УИК №735,2051,2000,0,1119,63,818,63,1119,12,1170,0,0,6,137,76,914,14,4,7,12
Пермский край,Бардымская,УИК №212,136,150,0,86,27,37,27,86,1,112,0,0,0,18,4,89,0,0,0,1
Саратовская область,Вольская,УИК №707,920,1000,0,638,200,162,200,638,4,834,0,0,7,51,51,704,9,5,3,4
Кемеровская область,Прокопьевская,УИК №1312,97,112,0,79,10,23,10,79,0,89,0,0,0,2,6,81,0,0,0,0
Смоленская область,Рославльская,УИК №354,1699,1650,0,877,48,725,48,877,12,913,0,0,8,139,88,655,9,5,3,6
город Москва,район Ясенево,УИК №2478,1057,900,0,585,21,294,21,585,8,598,0,0,6,72,27,452,13,6,9,13
город Москва,район Южное Медведково,УИК №813,1670,1200,0,942,39,219,39,942,7,974,0,0,6,128,60,702,34,4,10,30
Тамбовская область,Петровская,УИК №475,274,250,0,180,49,21,49,180,1,228,0,0,1,14,6,203,1,1,0,2
Пермский край,Пермь, Кировская,УИК №3042,1836,1800,0,1133,43,624,43,1133,12,1164,0,0,6,108,67,922,23,4,13,21
Рязанская область,Рязань, Советская,УИК №1005,2339,2000,0,1452,50,498,50,1452,14,1488,0,0,15,248,51,1083,34,11,27,19
Территория за пределами РФ,,УИК №8383,111,115,0,111,0,4,0,111,3,108,0,0,1,7,3,88,2,1,1,5
Тюменская область,Тюмень, Ленинская,УИК №2112,1761,1700,0,1333,26,341,26,1333,13,1346,0,0,10,141,119,998,37,14,16,11
Свердловская область,Режевская,УИК №787,486,400,0,321,12,67,12,321,4,329,0,0,1,43,41,240,0,2,1,1
Республика Марий Эл,Йошкар-Олинская городская № 1,УИК №54,1657,1650,0,1078,12,560,12,1078,10,1080,0,0,9,176,68,770,30,6,10,11
Новосибирская область,Чулымская,УИК №1325,907,700,0,407,88,205,88,407,8,487,0,0,3,54,42,378,3,4,2,1
Оренбургская область,Красногвардейская,УИК №593,289,304,0,143,13,148,13,143,3,153,0,0,0,28,16,107,0,2,0,0
Республика Башкортостан,Уфа, Октябрьская,УИК №208,1896,1600,0,1514,12,74,12,1514,15,1511,0,0,7,210,65,1148,39,12,6,24
Свердловская область,Верхнепышминская городская,УИК №1189,2336,2300,0,1416,15,869,15,1416,19,1412,0,0,7,147,66,1137,21,4,10,20
город Москва,район Царицыно,УИК №1986,2502,2100,0,1386,79,635,79,1386,27,1438,0,0,14,221,50,1024,53,12,27,37
Мурманская область,Кандалакшская,УИК №331,1059,820,0,576,24,220,24,576,6,594,0,0,5,62,50,459,6,5,4,3
Нижегородская область,Павловская,УИК №1460,2334,2100,0,1238,300,562,226,1238,13,1451,0,0,19,159,92,1125,24,14,11,7
Республика Дагестан,Сулейман-Стальская,УИК №1323,196,196,0,178,0,18,0,178,0,178,0,0,0,12,0,166,0,0,0,0
Омская область,Исилькульская,УИК №744,1056,1000,0,711,56,233,56,711,5,762,0,0,5,68,53,621,5,6,2,2
Сахалинская область,Тымовская,УИК №196,428,398,0,273,19,106,19,273,6,286,0,0,3,39,38,193,3,3,2,5
Кемеровская область,Таштагольская ,УИК №1421,878,910,0,818,28,64,28,818,0,846,0,0,0,11,15,806,1,0,10,3
Алтайский край,Романовская,УИК №1400,356,400,0,239,28,133,28,239,4,263,0,0,1,46,21,189,2,1,1,2
Липецкая область,Липецк, Советская,УИК №2414,1579,1400,0,975,54,371,54,974,13,1015,0,0,15,129,49,761,30,9,10,12
Нижегородская область,Первомайская,УИК №1524,1037,1000,0,343,382,275,382,343,6,719,0,0,3,71,33,596,5,9,2,0
город Москва,район Строгино,УИК №3023,2509,2100,0,1470,32,598,32,1467,12,1487,0,0,20,166,76,1089,59,11,22,44
Республика Саха (Якутия),Якутская городская,УИК №713,1858,1700,0,1248,35,417,35,1246,12,1269,0,0,4,417,26,741,43,7,11,20
Вологодская область,Великоустюгская,УИК №144,888,900,0,440,173,287,173,440,6,607,0,0,1,70,50,471,6,3,1,5
Курская область,Льговская,УИК №666,62,50,0,28,12,10,12,28,0,40,0,0,0,1,0,37,2,0,0,0
Республика Северная Осетия - Алания,Алагирская,УИК №25,139,140,0,115,18,7,18,115,1,132,0,0,0,6,4,118,0,4,0,0
Кировская область,Шабалинская,УИК №1116,864,1009,0,379,292,338,292,379,3,668,0,0,2,77,81,497,6,3,1,1
Волгоградская область,Камышинская,УИК №1913,580,580,0,330,35,215,35,330,7,358,0,0,0,57,30,263,1,3,2,2
Брянская область,Новозыбковская городская,УИК №703,1036,1000,0,618,62,320,62,618,12,668,0,0,8,107,36,492,12,4,4,5
Республика Дагестан,Кайтагская,УИК №576,728,760,0,677,0,83,0,677,0,677,0,0,0,11,0,665,0,1,0,0
Кировская область,Вятскополянская городская,УИК №161,1627,1620,0,926,65,629,65,926,12,979,0,0,8,186,61,696,13,4,5,6
город Санкт-Петербург,Территориальная избирательная комиссия №2,УИК №111,1726,1500,0,977,21,502,21,977,16,982,0,0,14,96,36,707,65,6,14,44
Новосибирская область,Краснозерская,УИК №518,249,240,0,157,23,60,23,157,1,179,0,0,0,29,35,112,1,1,1,0
Вологодская область,Вологодская городская,УИК №294,2470,2400,0,1592,87,721,87,1591,14,1664,0,0,15,185,119,1201,52,17,32,43
Рязанская область,Рязань, Октябрьская,УИК №955,2452,2200,0,1393,40,767,40,1393,10,1423,0,0,11,220,81,1015,42,9,17,28
Ставропольский край,Кисловодская городская,УИК №581,2641,2650,0,1398,52,1200,52,1398,15,1435,0,0,9,220,58,1077,25,12,11,23
Республика Саха (Якутия),Мирнинская,УИК №304,982,800,41,535,3,221,44,535,5,574,0,0,2,162,40,356,7,2,0,5
Тверская область,Ржевская,УИК №764,282,250,0,156,42,52,42,156,0,198,0,0,1,28,8,140,6,1,14,0
Алтайский край,Бийск, Приобская,УИК №360,2093,2000,0,1144,87,769,87,1144,16,1215,0,0,5,308,83,773,16,13,5,12
Самарская область,Алексеевская,УИК №101,483,512,0,339,21,152,21,339,2,358,0,0,1,52,50,246,4,4,0,1
Республика Марий Эл,Козьмодемьянская городская,УИК №162,1169,1050,0,596,168,286,168,596,10,754,0,0,1,109,53,569,8,5,5,4
Ставропольский край,Апанасенковская,УИК №206,1937,1800,0,986,111,703,111,986,18,1079,0,0,11,212,98,727,10,11,7,3
Томская область,Томская,УИК №711,1325,1300,0,735,35,530,35,735,11,759,0,0,3,88,45,588,14,6,7,8
Московская область,Рузская городская,УИК №2700,501,400,0,231,32,137,32,231,4,259,0,0,0,50,27,179,2,1,0,0
Кабардино-Балкарская Республика,Прохладненская,УИК №204,296,301,0,277,5,19,5,275,2,278,0,0,1,10,3,260,1,1,1,1
Республика Марий Эл,Сернурская ,УИК №479,251,260,0,128,29,103,29,128,0,157,0,0,0,31,5,118,3,0,0,0
Республика Татарстан (Татарстан),Набережные Челны, Автозаводская,УИК №2127,1020,980,0,816,46,118,46,816,7,855,0,0,8,45,39,672,15,68,3,5
Оренбургская область,Новотроицкая городская,УИК №888,1619,1651,0,1018,26,607,26,1018,15,1029,0,0,7,180,62,743,12,9,8,8
Челябинская область,Агаповская,УИК №1587,471,450,0,316,47,87,47,316,4,359,0,0,1,22,31,296,5,4,0,0
Красноярский край,Партизанская,УИК №1779,95,95,0,62,6,27,6,62,4,64,0,0,0,6,10,45,2,1,0,0
Томская область,Парабельская,УИК №593,93,100,0,44,3,53,3,44,1,46,0,0,0,1,4,40,0,1,0,0
Нижегородская область,Нижний Новгород, Приокская,УИК №2623,1259,1000,0,686,13,301,13,686,5,694,0,0,3,60,51,549,7,6,9,9
Вологодская область,Усть-Кубинская,УИК №713,192,160,0,136,11,13,11,136,1,146,0,0,2,30,12,97,4,1,0,0
Иркутская область,Братская,УИК №403,440,450,0,164,10,276,10,164,4,170,0,0,2,14,7,143,2,0,1,1
Вологодская область,Бабаевская,УИК №16,175,190,0,69,49,72,49,69,0,118,0,0,0,4,15,97,0,1,0,1
Волгоградская область,Волгоград, Кировская,УИК №520,2490,2500,0,1282,101,1117,101,1282,9,1374,0,0,15,135,65,1113,12,18,5,11
Московская область,Наро-Фоминская городская,УИК №1788,1235,1200,0,672,8,520,8,670,8,670,0,0,4,85,41,505,13,3,10,9
Республика Бурятия,Улан-Удэ, Советская,УИК №833,1508,1500,0,958,48,494,48,958,10,996,0,0,5,166,56,697,37,10,2,23
Саратовская область,Красноармейская,УИК №1029,632,630,0,440,61,129,61,440,4,497,0,0,1,63,32,398,2,0,0,1
Мурманская область,Мурманская,УИК №619,27,27,0,27,0,0,0,27,0,27,0,0,0,0,1,23,2,1,0,0
Республика Башкортостан,Уфа, Октябрьская,УИК №273,2132,1900,0,1252,13,635,13,1251,18,1246,0,0,10,206,73,875,35,12,13,22
Волгоградская область,Волгоград, Советская,УИК №813,2017,2100,0,1236,168,696,168,1236,22,1382,0,0,11,158,69,1084,34,4,8,14
Вологодская область,Тотемская,УИК №708,239,190,0,108,45,37,45,108,0,153,0,0,2,12,15,119,1,3,0,1
Пермский край,Пермь, Свердловская № 2,УИК №3448,1879,1600,0,1182,43,375,43,1182,20,1205,0,0,9,113,64,940,37,20,9,13
Красноярский край,Минусинская,УИК №1613,229,220,0,157,3,60,3,157,2,158,0,0,0,12,15,127,1,1,2,0
город Москва,район Очаково-Матвеевское,УИК №2719,2099,1600,0,1129,34,437,34,1129,15,1148,0,0,7,119,71,898,29,7,15,2
Омская область,Омск, Октябрьская,УИК №183,2212,2150,0,1271,21,858,21,1271,13,1279,0,0,26,338,66,779,24,13,11,22
Курская область,Курчатовская городская,УИК №249,1743,1500,0,1108,29,363,29,1108,13,1124,0,0,9,149,93,847,9,2,4,11
Саратовская область,Перелюбская,УИК №1313,737,750,0,453,78,219,78,453,8,523,0,0,1,41,30,449,1,0,0,1
Республика Бурятия,Баргузинская,УИК №36,106,200,0,95,3,102,3,95,1,97,0,0,0,9,2,86,0,0,0,0
Омская область,Омск, Ленинская,УИК №119,2105,2000,0,1005,23,972,23,1005,22,1006,0,0,8,199,55,707,16,12,3,6
Липецкая область,Елецкая,УИК №820,1116,1150,0,888,172,90,172,888,6,1054,0,0,4,89,51,890,11,5,2,2
Краснодарский край,Успенская,УИК №5524,857,864,0,543,90,231,90,543,17,616,0,0,6,84,48,460,6,6,4,2
Кировская область,Кирово-Чепецкая городская,УИК №541,2607,2400,0,1801,32,567,32,1801,19,1814,0,0,20,216,220,1256,36,24,27,15
Мурманская область,Мончегорская,УИК №192,1207,974,0,711,31,232,31,711,8,734,0,0,6,57,51,591,10,5,6,8
Мурманская область,Кировская,УИК №237,1207,1100,0,881,8,211,8,881,13,876,0,0,8,100,77,627,28,11,11,14
Омская область,Омск, Центральная,УИК №429,1607,1500,0,937,49,514,49,936,7,978,0,0,13,201,48,632,36,9,15,24
Красноярский край,Канская,УИК №1381,126,110,0,72,6,32,6,72,0,78,0,0,2,4,8,62,1,1,0,0
Тверская область,Торжокская,УИК №1094,324,290,0,119,80,91,80,119,0,199,0,0,2,26,20,146,2,2,0,1
Московская область,Щелковская,УИК №3389,1137,990,0,765,8,217,8,765,19,754,0,0,3,110,29,567,21,4,8,12
Республика Хакасия,Абаканская городская,УИК №1,1309,1300,0,864,13,423,13,864,14,863,0,0,11,139,52,598,27,11,13,12
Новосибирская область,Коченевская,УИК №479,479,480,0,350,71,59,71,350,10,411,0,0,2,31,17,354,2,5,0,0
Республика Бурятия,Джидинская,УИК №118,68,65,0,49,0,16,0,49,0,49,0,0,0,0,3,45,1,0,0,0
Челябинская область,Верхнеуральская,УИК №1510,992,1000,0,541,97,362,97,541,6,632,0,0,5,104,38,470,3,5,4,3
Самарская область,Ставропольская,УИК №3510,1920,1790,0,1279,144,367,144,1279,22,1401,0,0,13,207,86,1058,20,7,5,5
Забайкальский край,Чернышевская,УИК №3501,669,1350,0,645,24,681,24,645,8,661,0,0,5,115,96,434,2,8,1,0
Оренбургская область,Гайская городская,УИК №405,180,240,0,128,16,96,16,128,2,142,0,0,1,34,14,90,2,0,1,0
Свердловская область,Серовская городская,УИК №2481,1262,1250,0,798,23,429,23,798,27,794,0,0,8,87,66,598,16,9,4,6
Ямало-Ненецкий автономный округ,Ямальская,УИК №1303,1396,1400,0,1065,33,302,33,1065,4,1094,0,0,1,28,4,1057,1,1,0,2
Воронежская область,Рамонская,УИК №3211,318,300,0,204,53,43,53,204,1,256,0,0,0,14,10,226,2,3,1,0
Свердловская область,Верхнесалдинская,УИК №289,799,750,0,558,16,176,16,558,14,560,0,0,1,67,74,401,4,4,4,5
Ростовская область,Неклиновская,УИК №1354,155,150,0,66,13,71,13,66,1,78,0,0,1,5,2,69,0,0,1,0
Кемеровская область,Междуреченская городская,УИК №537,1324,1360,0,1108,46,206,46,1108,2,1152,0,0,12,54,31,1019,4,18,11,3
Свердловская область,Алапаевская,УИК №15,696,640,0,388,20,232,20,388,1,407,0,0,1,129,40,234,0,3,0,0
Алтайский край,Бийск, Приобская,УИК №371,2237,2200,0,1417,21,762,21,1417,15,1423,0,0,9,369,87,905,16,14,11,12
Московская область,Раменская № 2,УИК №2624,1678,1500,0,964,30,506,30,952,18,964,0,0,10,142,65,707,14,7,9,10
Камчатский край,Алеутская,УИК №159,499,610,0,421,32,157,32,420,10,442,0,0,2,16,45,363,7,3,1,5
Орловская область,Знаменская,УИК №326,1567,1565,0,1029,158,378,158,1029,15,1172,0,0,4,199,73,862,16,8,5,5
Самарская область,Похвистневская,УИК №4704,479,500,0,417,51,32,51,417,0,468,0,0,0,15,9,444,0,0,0,0
Пермский край,Кунгурская городская,УИК №1918,1410,1200,0,889,55,256,55,889,11,933,0,0,3,86,82,725,17,6,3,11
Челябинская область,Кизильская,УИК №1722,831,850,0,520,87,243,87,520,5,602,0,0,4,52,29,512,1,3,1,0
Карачаево-Черкесская Республика,Урупская,УИК №200,353,350,0,321,10,19,10,321,0,331,0,0,0,28,18,266,0,19,0,0
Смоленская область,Смоленск, Заднепровская,УИК №487,1840,1800,0,1040,71,689,71,1039,12,1098,0,0,9,152,73,814,15,11,8,16
город Санкт-Петербург,Территориальная избирательная комиссия №23,УИК №2076,1599,1500,0,989,25,486,25,989,16,998,0,0,15,85,48,762,40,4,20,24
Алтайский край,Чарышская,УИК №1826,219,220,0,141,21,58,21,141,4,158,0,0,3,41,12,95,3,3,1,0
Свердловская область,Ревдинская,УИК №738,1319,1300,0,829,24,447,24,829,5,848,0,0,8,93,66,636,20,9,7,9
Республика Башкортостан,Учалинская,УИК №3155,212,215,0,1,211,3,211,1,0,212,0,0,4,30,8,158,1,7,2,2
Томская область,Молчановская,УИК №571,416,415,0,198,22,195,22,198,4,216,0,0,3,31,24,155,3,0,0,0
Краснодарский край,Курганинская,УИК №2736,953,1000,0,741,139,120,139,741,7,873,0,0,8,41,34,771,5,8,1,5
Белгородская область,Волоконовская,УИК №462,709,760,0,585,58,117,58,585,7,636,0,0,1,37,9,581,2,2,3,1
Тульская область,Тула, Привокзальная,УИК №2208,1077,900,0,658,55,187,55,656,10,701,0,0,1,66,38,566,11,3,7,9
Челябинская область,Красноармейская,УИК №1015,294,280,0,168,20,92,20,168,4,184,0,0,1,10,10,162,0,1,0,0
Костромская область,Макарьевская,УИК №319,258,290,0,147,40,103,40,147,3,184,0,0,1,28,5,148,0,1,0,1
Московская область,Луховицкая городская,УИК №1367,1233,1080,0,722,35,323,35,722,7,750,0,0,4,130,47,554,5,5,2,3
Московская область,Королевская городская,УИК №1100,952,1500,0,930,21,548,21,929,9,941,1,0,10,129,55,685,21,12,11,18
Забайкальский край,Читинская,УИК №3629,2001,1900,0,1120,18,762,18,1120,16,1122,0,0,4,155,136,800,13,3,4,7
Самарская область,Тольятти, Автозаводская,УИК №6067,2408,2000,0,1361,49,590,49,1359,21,1387,0,0,15,223,75,999,33,20,10,12
Краснодарский край,Каневская,УИК №1711,2880,2950,0,2526,280,144,280,2526,18,2788,0,0,2,170,140,2409,20,5,20,22
Свердловская область,Каменск-Уральская городская,УИК №1870,2345,2000,0,1533,51,416,51,1533,25,1559,0,0,13,192,116,1162,33,13,11,19
Ростовская область,Милютинская,УИК №1189,173,185,0,100,28,57,28,100,0,128,0,0,0,13,7,107,1,0,0,0
Пензенская область,Сердобская,УИК №979,1552,1600,0,836,200,564,200,836,6,1030,0,0,4,99,67,844,3,9,3,1
Орловская область,Орловская,УИК №571,1541,1500,0,944,225,331,225,944,14,1155,0,0,10,125,73,904,17,10,11,5
Свердловская область,Нижний Тагил, Тагилстроевская,УИК №2239,1930,1650,0,1094,33,523,33,1094,19,1108,0,0,8,124,95,845,9,7,11,9
Пермский край,Пермь, Дзержинская,УИК №2856,1404,1100,0,805,18,277,18,804,12,810,0,0,5,49,65,641,20,5,13,12
Республика Саха (Якутия),Нюрбинская,УИК №426,1078,1225,2,712,46,465,48,712,2,758,0,0,1,305,9,435,6,0,1,1
Московская область,Коломенская городская,УИК №971,1442,1300,0,1219,45,36,45,1219,29,1235,0,0,16,125,63,988,19,9,9,6
Ростовская область,Орловская,УИК №1596,336,340,0,266,17,57,17,266,0,283,0,0,1,32,6,234,6,2,2,0
Московская область,Подольская городская,УИК №2314,2055,2000,0,1625,29,346,29,1625,19,1635,0,0,15,164,56,1296,33,14,18,39
Красноярский край,Енисейская,УИК №1158,807,795,0,427,10,358,10,427,4,433,0,0,3,46,39,336,1,6,1,1
Республика Татарстан (Татарстан),Тукаевская,УИК №2635,488,504,0,383,90,31,90,383,0,473,0,0,0,10,1,459,1,1,0,1
Новосибирская область,Новосибирск, Октябрьская,УИК №1852,2140,2000,0,1162,42,796,42,1162,11,1193,0,0,9,223,56,857,19,8,9,12
Московская область,Коломенская городская,УИК №937,1396,1200,0,784,82,334,82,784,10,856,0,0,3,137,58,625,16,4,3,10
Ульяновская область,Барышская,УИК №1217,342,343,0,121,83,139,83,121,0,204,0,0,1,28,11,162,2,0,0,0
Волгоградская область,Октябрьская,УИК №3023,458,484,0,211,82,191,82,211,1,292,0,0,3,40,18,224,2,2,2,1
Воронежская область,Воронеж, Ленинская,УИК №1245,2317,2000,0,1305,27,668,27,1305,12,1320,0,0,19,164,46,1025,24,15,14,13
Оренбургская область,Домбаровская,УИК №468,24,50,0,20,0,30,0,20,0,20,0,0,0,0,1,19,0,0,0,0
Пермский край,Октябрьская,УИК №2221,355,350,0,228,73,49,73,228,2,299,0,0,1,20,12,260,1,3,2,0
Тверская область,Тверь, Пролетарская,УИК №1212,36,37,0,23,0,14,0,23,1,22,0,0,0,2,2,18,0,0,0,0
Республика Адыгея (Адыгея),Теучежская,УИК №230,114,109,0,109,0,0,0,109,0,109,0,0,0,1,0,108,0,0,0,0
Волгоградская область,Даниловская,УИК №1315,619,650,0,382,111,157,111,382,2,491,0,0,7,77,52,346,3,4,2,0
город Москва,район Выхино-Жулебино,УИК №1307,1611,1330,0,938,32,360,32,938,13,957,0,0,7,117,64,687,30,12,13,27
Ростовская область,Дубовская,УИК №595,684,681,0,416,126,139,126,416,2,540,0,0,2,99,25,407,4,1,2,0
Волгоградская область,Дубовская,УИК №1411,1220,1200,0,720,89,391,89,720,11,798,0,0,15,114,68,563,10,11,9,8
Республика Бурятия,Иволгинская,УИК №263,311,280,0,236,34,10,34,236,1,269,0,0,1,19,11,235,2,0,0,1
Пермский край,Октябрьская,УИК №2219,334,300,67,154,25,54,92,154,1,245,0,0,0,14,29,196,1,2,0,3
Республика Башкортостан,Кармаскалинская,УИК №2311,211,213,0,179,13,21,13,179,0,192,0,0,0,8,6,177,1,0,0,0
Новосибирская область,Колыванская,УИК №432,479,480,0,270,20,190,20,270,0,290,0,0,2,15,21,246,2,2,1,1
Чувашская Республика - Чувашия,Чебоксарская,УИК №1742,1166,1245,0,902,18,325,18,902,6,914,0,0,6,166,63,648,14,9,3,5
Алтайский край,Советская,УИК №1481,646,500,0,424,45,31,45,424,4,465,0,0,3,77,28,349,3,2,1,2
Красноярский край,Рыбинская,УИК №1844,75,113,0,56,4,53,4,56,0,60,0,0,0,9,3,48,0,0,0,0
Иркутская область,Чунская,УИК №1816,377,350,14,169,21,146,35,169,4,200,0,0,1,10,9,179,0,0,0,1
Новгородская область,Боровичcкая,УИК №202,1217,1250,0,706,15,529,15,706,12,709,0,0,7,116,46,505,6,6,8,15
Удмуртская Республика,Якшур-Бодьинская,УИК №3330,332,330,0,196,9,125,9,196,2,203,0,0,2,20,17,160,2,0,1,1
Республика Татарстан (Татарстан),Альметьевская городская,УИК №2829,1414,1200,0,1062,15,123,15,1062,14,1063,0,0,8,264,32,681,34,11,17,16
Московская область,Раменская № 2,УИК №2599,861,650,0,542,59,49,59,542,22,579,0,0,10,66,27,456,4,5,9,2
Архангельская область,Виноградовская,УИК №300,283,300,0,111,46,143,46,111,0,157,0,0,1,9,21,121,1,2,1,1
Самарская область,Чапаевская городская,УИК №4225,1212,1150,0,537,30,583,30,537,3,564,0,0,1,60,37,452,6,2,1,5
Ростовская область,Ростов-на-Дону, Ворошиловская,УИК №1714,2542,2350,0,1572,199,579,199,1572,21,1750,0,0,15,195,75,1365,44,11,21,24
Ставропольский край,Ставрополь, Ленинская,УИК №20,1027,900,0,675,79,146,79,675,5,749,0,0,7,88,41,580,9,3,7,14
Удмуртская Республика,Игринская,УИК №1833,546,556,0,435,25,96,25,435,3,457,0,0,0,24,10,418,3,2,0,0
Челябинская область,Каслинская,УИК №945,363,350,0,206,19,125,19,206,4,221,0,0,2,58,24,129,3,3,1,1
Приморский край,Владивосток, Фрунзенская,УИК №907,1430,1000,0,839,25,136,25,837,5,857,0,0,8,188,40,549,34,3,17,18
Тюменская область,Аромашевская,УИК №311,68,68,0,66,0,2,0,66,0,66,0,0,0,2,3,61,0,0,0,0
Республика Саха (Якутия),Якутская городская,УИК №771,1928,1400,0,1238,54,108,54,1238,19,1273,0,0,7,206,85,944,21,4,3,3
Оренбургская область,Орск, Ленинская,УИК №1213,1095,1100,0,618,35,447,35,618,5,648,0,0,6,127,45,446,10,5,4,5
Тамбовская область,Кирсановская городская,УИК №174,914,850,0,690,69,91,69,690,2,757,0,0,4,67,34,643,1,6,1,1
Тульская область,Алексинская,УИК №101,971,900,0,736,56,108,56,736,2,790,0,0,2,73,19,672,7,12,4,1
Оренбургская область,Тюльганская,УИК №1787,483,450,0,337,30,83,30,337,3,364,0,0,0,71,27,259,1,5,1,0
Омская область,Омская,УИК №1391,1559,1510,0,908,48,554,48,908,14,942,0,0,12,178,40,694,9,1,6,2
Тульская область,Ясногорская,УИК №2916,423,380,0,292,81,7,81,292,2,371,0,0,0,21,27,320,0,2,1,0
Республика Татарстан (Татарстан),Зеленодольская,УИК №1542,1323,1328,0,1156,34,138,34,1156,11,1179,0,0,2,138,54,962,6,8,3,6
Челябинская область,Кусинская,УИК №1124,753,750,0,458,53,239,53,458,9,502,0,0,2,68,49,371,2,6,2,2
Республика Татарстан (Татарстан),Лаишевская,УИК №1769,522,530,0,438,74,18,74,438,0,512,0,0,0,6,3,503,0,0,0,0
Республика Дагестан,Гумбетовская,УИК №313,65,65,0,65,0,0,0,65,0,65,0,0,0,2,0,61,1,1,0,0
Красноярский край,Уярская,УИК №2070,145,150,0,96,0,54,0,96,0,96,0,0,0,0,5,88,3,0,0,0
Тамбовская область,Тамбов, Советская,УИК №767,2282,2200,0,1212,73,915,73,1212,12,1273,0,0,15,138,66,1014,13,9,5,13
Самарская область,Кинель-Черкасская,УИК №1320,492,495,0,352,43,100,43,352,6,389,0,0,2,26,39,313,4,3,0,2
город Москва,район Гольяново ,УИК №944,2600,2000,0,1423,51,526,51,1423,20,1454,0,0,13,188,85,1049,54,5,16,44
Оренбургская область,Тоцкая,УИК №1746,1149,1140,0,723,61,356,61,723,8,776,0,0,3,116,98,542,4,8,5,0
Республика Дагестан,Хасавюртовская,УИК №1529,682,700,0,657,25,18,25,657,0,682,0,0,0,16,0,666,0,0,0,0
Самарская область,Самара, Красноглинская,УИК №2728,2338,2300,0,1383,41,876,41,1383,12,1412,0,0,7,206,100,1031,25,9,15,19
Курская область,Черемисиновская,УИК №1114,203,200,0,122,44,34,44,122,0,166,0,0,0,8,10,137,0,11,0,0
Свердловская область,Сухоложская городская,УИК №2551,1189,1150,0,631,32,487,32,631,14,649,0,0,9,78,73,475,4,3,3,4
Республика Дагестан,Махачкала, Ленинская,УИК №1071,1680,1600,0,1357,19,224,19,1357,19,1357,0,0,4,302,3,997,34,5,1,11
Ивановская область,Пестяковская,УИК №565,197,120,0,43,22,55,22,43,0,65,0,0,0,10,4,50,0,0,0,1
Смоленская область,Смоленская,УИК №631,1747,1700,0,998,69,633,69,998,13,1054,0,0,2,121,85,814,19,3,5,5
Самарская область,Кинельская,УИК №4622,882,864,0,801,58,5,58,801,10,849,0,0,6,78,43,701,11,5,1,4
